start,end,length,strand,frame,chromosome,label
472656,473988,1332,-1,1,chrV,known_gene
455145,456036,891,-1,1,chrV,known_gene
441372,441819,447,-1,1,chrV,known_gene
425187,430449,5262,-1,1,chrV,known_gene
418101,418605,504,-1,1,chrV,novel_orf
402870,404352,1482,-1,1,chrV,known_gene
400866,401238,372,-1,1,chrV,known_gene
399495,400842,1347,-1,1,chrV,known_gene
360501,361794,1293,-1,1,chrV,known_gene
358104,359061,957,-1,1,chrV,known_gene
327618,328140,522,-1,1,chrV,known_gene
316806,318342,1536,-1,1,chrV,known_gene
308412,311199,2787,-1,1,chrV,known_gene
292239,292563,324,-1,1,chrV,known_gene
291702,292203,501,-1,1,chrV,known_gene
285240,286914,1674,-1,1,chrV,known_gene
266511,268113,1602,-1,1,chrV,known_gene
264891,265785,894,-1,1,chrV,known_gene
256374,257958,1584,-1,1,chrV,known_gene
246981,248157,1176,-1,1,chrV,known_gene
226857,228252,1395,-1,1,chrV,known_gene
215859,216180,321,-1,1,chrV,novel_orf
212586,213177,591,-1,1,chrV,known_gene
199299,199713,414,-1,1,chrV,novel_orf
191958,192624,666,-1,1,chrV,known_gene
164343,164661,318,-1,1,chrV,known_gene
150300,150978,678,-1,1,chrV,known_gene
127803,128130,327,-1,1,chrV,novel_orf
127356,127740,384,-1,1,chrV,novel_orf
85044,85545,501,-1,1,chrV,known_gene
83049,84552,1503,-1,1,chrV,known_gene
79635,79977,342,-1,1,chrV,known_gene
71427,71799,372,-1,1,chrV,novel_orf
36534,39651,3117,-1,1,chrV,known_gene
29796,31239,1443,-1,1,chrV,known_gene
4083,4599,516,-1,1,chrV,known_gene
574886,575393,507,-1,2,chrV,known_gene
574181,574517,336,-1,2,chrV,novel_orf
561704,562625,921,-1,2,chrV,known_gene
556295,558680,2385,-1,2,chrV,known_gene
538433,539168,735,-1,2,chrV,known_gene
529529,536021,6492,-1,2,chrV,known_gene
499346,500348,1002,-1,2,chrV,known_gene
494660,495053,393,-1,2,chrV,novel_orf
469685,472424,2739,-1,2,chrV,known_gene
457805,460223,2418,-1,2,chrV,known_gene
447701,449024,1323,-1,2,chrV,novel_orf
437951,438344,393,-1,2,chrV,known_gene
414929,415277,348,-1,2,chrV,novel_orf
413393,414179,786,-1,2,chrV,known_gene
401501,401804,303,-1,2,chrV,novel_orf
378761,382103,3342,-1,2,chrV,known_gene
348728,349346,618,-1,2,chrV,known_gene
343319,347612,4293,-1,2,chrV,known_gene
339863,342167,2304,-1,2,chrV,known_gene
335945,337340,1395,-1,2,chrV,known_gene
319901,320240,339,-1,2,chrV,known_gene
301946,302327,381,-1,2,chrV,known_gene
282704,284222,1518,-1,2,chrV,known_gene
279929,280682,753,-1,2,chrV,known_gene
278297,279626,1329,-1,2,chrV,known_gene
253970,254579,609,-1,2,chrV,known_gene
243809,246503,2694,-1,2,chrV,known_gene
237569,238016,447,-1,2,chrV,known_gene
235769,237119,1350,-1,2,chrV,known_gene
230438,231035,597,-1,2,chrV,novel_orf
228455,229205,750,-1,2,chrV,known_gene
167807,171818,4011,-1,2,chrV,known_gene
148721,150014,1293,-1,2,chrV,known_gene
138917,139763,846,-1,2,chrV,known_gene
136370,136778,408,-1,2,chrV,known_gene
124736,126218,1482,-1,2,chrV,known_gene
121454,121988,534,-1,2,chrV,known_gene
120497,121301,804,-1,2,chrV,known_gene
118616,120299,1683,-1,2,chrV,known_gene
116201,116678,477,-1,2,chrV,novel_orf
113021,113405,384,-1,2,chrV,novel_orf
112634,112979,345,-1,2,chrV,novel_orf
108503,110552,2049,-1,2,chrV,known_gene
96857,97796,939,-1,2,chrV,known_gene
67628,68792,1164,-1,2,chrV,known_gene
65384,66797,1413,-1,2,chrV,known_gene
59669,60851,1182,-1,2,chrV,known_gene
53900,56102,2202,-1,2,chrV,known_gene
48470,51539,3069,-1,2,chrV,known_gene
21536,23231,1695,-1,2,chrV,known_gene
7229,7553,324,-1,2,chrV,known_gene
4463,5114,651,-1,2,chrV,known_gene
263,4097,3834,-1,2,chrV,known_gene
1632,1968,336,1,0,chrVI,novel_orf
14574,14970,396,1,0,chrVI,novel_orf
46737,47067,330,1,0,chrVI,novel_orf
74871,75192,321,1,0,chrVI,known_gene
76830,77988,1158,1,0,chrVI,known_gene
109809,110184,375,1,0,chrVI,known_gene
110646,111093,447,1,0,chrVI,known_gene
112344,113985,1641,1,0,chrVI,known_gene
139476,143517,4041,1,0,chrVI,novel_orf
149109,149724,615,1,0,chrVI,known_gene
150015,152535,2520,1,0,chrVI,known_gene
156144,157752,1608,1,0,chrVI,known_gene
165066,166566,1500,1,0,chrVI,known_gene
178002,178413,411,1,0,chrVI,novel_orf
179943,180396,453,1,0,chrVI,novel_orf
182307,182664,357,1,0,chrVI,novel_orf
183021,183321,300,1,0,chrVI,novel_orf
194811,196314,1503,1,0,chrVI,known_gene
210936,212973,2037,1,0,chrVI,known_gene
217320,217644,324,1,0,chrVI,novel_orf
224382,224730,348,1,0,chrVI,novel_orf
226962,227337,375,1,0,chrVI,known_gene
227517,227856,339,1,0,chrVI,known_gene
240282,240597,315,1,0,chrVI,novel_orf
244323,244713,390,1,0,chrVI,novel_orf
252504,253329,825,1,0,chrVI,known_gene
52,535,483,1,1,chrVI,known_gene
835,1363,528,1,1,chrVI,known_gene
5065,5521,456,1,1,chrVI,known_gene
9544,10222,678,1,1,chrVI,known_gene
11362,12259,897,1,1,chrVI,known_gene
12928,13951,1023,1,1,chrVI,known_gene
23422,25198,1776,1,1,chrVI,known_gene
28231,29629,1398,1,1,chrVI,known_gene
36802,38674,1872,1,1,chrVI,known_gene
40420,42565,2145,1,1,chrVI,known_gene
42814,43438,624,1,1,chrVI,known_gene
43684,44053,369,1,1,chrVI,novel_orf
49138,51007,1869,1,1,chrVI,known_gene
51349,52972,1623,1,1,chrVI,known_gene
56335,57709,1374,1,1,chrVI,known_gene
65476,68698,3222,1,1,chrVI,known_gene
69523,70054,531,1,1,chrVI,novel_orf
75178,75871,693,1,1,chrVI,known_gene
80764,81115,351,1,1,chrVI,novel_orf
82579,83875,1296,1,1,chrVI,known_gene
90985,93376,2391,1,1,chrVI,known_gene
95965,97498,1533,1,1,chrVI,known_gene
106414,106732,318,1,1,chrVI,known_gene
119428,123106,3678,1,1,chrVI,known_gene
123478,129910,6432,1,1,chrVI,known_gene
130333,130981,648,1,1,chrVI,known_gene
131809,134296,2487,1,1,chrVI,known_gene
136081,136453,372,1,1,chrVI,novel_orf
145726,146026,300,1,1,chrVI,novel_orf
147130,148459,1329,1,1,chrVI,known_gene
159298,160360,1062,1,1,chrVI,known_gene
160534,161200,666,1,1,chrVI,known_gene
162487,164746,2259,1,1,chrVI,known_gene
167887,168496,609,1,1,chrVI,known_gene
169921,172285,2364,1,1,chrVI,known_gene
184501,191338,6837,1,1,chrVI,known_gene
192736,193435,699,1,1,chrVI,known_gene
199873,201709,1836,1,1,chrVI,known_gene
207451,208297,846,1,1,chrVI,known_gene
234241,237250,3009,1,1,chrVI,known_gene
240475,240775,300,1,1,chrVI,novel_orf
246145,248134,1989,1,1,chrVI,known_gene
821,1280,459,1,2,chrVI,known_gene
6425,7565,1140,1,2,chrVI,known_gene
17003,18680,1677,1,2,chrVI,known_gene
24569,24911,342,1,2,chrVI,known_gene
58781,62837,4056,1,2,chrVI,known_gene
107255,107585,330,1,2,chrVI,known_gene
107798,108602,804,1,2,chrVI,known_gene
109211,109514,303,1,2,chrVI,novel_orf
116144,118484,2340,1,2,chrVI,known_gene
138203,139520,1317,1,2,chrVI,novel_orf
153392,154313,921,1,2,chrVI,known_gene
168866,169310,444,1,2,chrVI,known_gene
182234,182651,417,1,2,chrVI,novel_orf
196832,199034,2202,1,2,chrVI,known_gene
209894,210194,300,1,2,chrVI,novel_orf
213311,216419,3108,1,2,chrVI,known_gene
225050,225803,753,1,2,chrVI,novel_orf
227450,228101,651,1,2,chrVI,known_gene
229379,231941,2562,1,2,chrVI,known_gene
238457,239060,603,1,2,chrVI,known_gene
242141,242999,858,1,2,chrVI,known_gene
248522,248894,372,1,2,chrVI,known_gene
250499,250820,321,1,2,chrVI,novel_orf
264203,265226,1023,1,2,chrVI,known_gene
269060,269516,456,1,2,chrVI,known_gene
258854,259433,579,-1,0,chrVI,known_gene
249065,249866,801,-1,0,chrVI,known_gene
222089,222959,870,-1,0,chrVI,known_gene
216593,220106,3513,-1,0,chrVI,known_gene
212210,212642,432,-1,0,chrVI,novel_orf
208412,210068,1656,-1,0,chrVI,known_gene
201959,203081,1122,-1,0,chrVI,known_gene
182273,182861,588,-1,0,chrVI,known_gene
177041,180743,3702,-1,0,chrVI,known_gene
166745,167258,513,-1,0,chrVI,known_gene
154526,155873,1347,-1,0,chrVI,known_gene
151634,151970,336,-1,0,chrVI,novel_orf
141395,141710,315,-1,0,chrVI,novel_orf
105569,105947,378,-1,0,chrVI,known_gene
103982,104462,480,-1,0,chrVI,known_gene
101627,103127,1500,-1,0,chrVI,known_gene
99230,99599,369,-1,0,chrVI,known_gene
79343,80213,870,-1,0,chrVI,known_gene
45719,47744,2025,-1,0,chrVI,known_gene
44654,45560,906,-1,0,chrVI,known_gene
20846,22787,1941,-1,0,chrVI,known_gene
14792,15431,639,-1,0,chrVI,novel_orf
3029,3338,309,-1,0,chrVI,known_gene
1436,2615,1179,-1,0,chrVI,known_gene
263956,264325,369,-1,1,chrVI,known_gene
253591,255049,1458,-1,1,chrVI,known_gene
250162,251803,1641,-1,1,chrVI,known_gene
243073,244159,1086,-1,1,chrVI,known_gene
239113,239827,714,-1,1,chrVI,known_gene
237367,238255,888,-1,1,chrVI,known_gene
230407,230800,393,-1,1,chrVI,novel_orf
227512,229186,1674,-1,1,chrVI,known_gene
226120,226465,345,-1,1,chrVI,known_gene
225019,225958,939,-1,1,chrVI,known_gene
214753,215146,393,-1,1,chrVI,novel_orf
207856,208261,405,-1,1,chrVI,novel_orf
205747,206257,510,-1,1,chrVI,known_gene
202060,202654,594,-1,1,chrVI,known_gene
185197,185503,306,-1,1,chrVI,novel_orf
184759,185065,306,-1,1,chrVI,novel_orf
183130,184222,1092,-1,1,chrVI,known_gene
152656,153124,468,-1,1,chrVI,known_gene
107851,109930,2079,-1,1,chrVI,known_gene
106468,106963,495,-1,1,chrVI,known_gene
46426,46735,309,-1,1,chrVI,known_gene
43627,44392,765,-1,1,chrVI,known_gene
38842,40180,1338,-1,1,chrVI,known_gene
33271,35848,2577,-1,1,chrVI,known_gene
10300,10969,669,-1,1,chrVI,known_gene
253428,253734,306,-1,2,chrVI,known_gene
251049,251487,438,-1,2,chrVI,known_gene
247512,248058,546,-1,2,chrVI,novel_orf
244278,245166,888,-1,2,chrVI,known_gene
239991,241437,1446,-1,2,chrVI,known_gene
232011,233544,1533,-1,2,chrVI,known_gene
224325,224769,444,-1,2,chrVI,known_gene
203742,204750,1008,-1,2,chrVI,known_gene
187068,187419,351,-1,2,chrVI,novel_orf
174264,176391,2127,-1,2,chrVI,known_gene
172536,173877,1341,-1,2,chrVI,known_gene
170115,170652,537,-1,2,chrVI,novel_orf
145113,146934,1821,-1,2,chrVI,known_gene
134520,137157,2637,-1,2,chrVI,known_gene
132498,132852,354,-1,2,chrVI,novel_orf
132009,132411,402,-1,2,chrVI,novel_orf
115107,115743,636,-1,2,chrVI,known_gene
104700,106236,1536,-1,2,chrVI,known_gene
100251,100605,354,-1,2,chrVI,known_gene
96642,97026,384,-1,2,chrVI,novel_orf
95760,96615,855,-1,2,chrVI,known_gene
93498,95010,1512,-1,2,chrVI,known_gene
87846,90345,2499,-1,2,chrVI,known_gene
84144,87234,3090,-1,2,chrVI,known_gene
80418,81912,1494,-1,2,chrVI,known_gene
78054,79161,1107,-1,2,chrVI,known_gene
69114,74427,5313,-1,2,chrVI,known_gene
63015,63795,780,-1,2,chrVI,known_gene
55365,55986,621,-1,2,chrVI,known_gene
53259,54342,1083,-1,2,chrVI,known_gene
52584,52995,411,-1,2,chrVI,novel_orf
34824,35133,309,-1,2,chrVI,known_gene
30057,30540,483,-1,2,chrVI,known_gene
14304,14763,459,-1,2,chrVI,novel_orf
3321,3846,525,-1,2,chrVI,known_gene
774,1302,528,-1,2,chrVI,novel_orf
8469,8967,498,1,0,chrVII,known_gene
11109,11730,621,1,0,chrVII,known_gene
23934,25395,1461,1,0,chrVII,known_gene
35652,36762,1110,1,0,chrVII,known_gene
45444,48459,3015,1,0,chrVII,known_gene
48513,49365,852,1,0,chrVII,known_gene
49551,52434,2883,1,0,chrVII,known_gene
55278,55815,537,1,0,chrVII,known_gene
56481,58890,2409,1,0,chrVII,known_gene
59121,61854,2733,1,0,chrVII,known_gene
76893,77907,1014,1,0,chrVII,known_gene
83649,84300,651,1,0,chrVII,known_gene
90009,90495,486,1,0,chrVII,known_gene
91431,92382,951,1,0,chrVII,known_gene
92511,93591,1080,1,0,chrVII,known_gene
116058,117561,1503,1,0,chrVII,known_gene
129882,131169,1287,1,0,chrVII,known_gene
142245,144048,1803,1,0,chrVII,known_gene
144807,145197,390,1,0,chrVII,known_gene
145824,146265,441,1,0,chrVII,novel_orf
157905,159096,1191,1,0,chrVII,known_gene
168066,170571,2505,1,0,chrVII,known_gene
180699,182118,1419,1,0,chrVII,known_gene
199248,199587,339,1,0,chrVII,novel_orf
214080,215211,1131,1,0,chrVII,known_gene
226398,227529,1131,1,0,chrVII,known_gene
245715,248124,2409,1,0,chrVII,known_gene
250497,252738,2241,1,0,chrVII,known_gene
254640,255294,654,1,0,chrVII,known_gene
257706,261501,3795,1,0,chrVII,known_gene
261579,261915,336,1,0,chrVII,known_gene
270996,272139,1143,1,0,chrVII,known_gene
292032,293001,969,1,0,chrVII,known_gene
312192,312840,648,1,0,chrVII,known_gene
313233,314283,1050,1,0,chrVII,known_gene
337905,341859,3954,1,0,chrVII,known_gene
347118,349368,2250,1,0,chrVII,known_gene
358635,359028,393,1,0,chrVII,known_gene
396129,396495,366,1,0,chrVII,novel_orf
402588,403302,714,1,0,chrVII,known_gene
403686,404391,705,1,0,chrVII,known_gene
408888,409257,369,1,0,chrVII,novel_orf
418824,419289,465,1,0,chrVII,known_gene
423960,425007,1047,1,0,chrVII,known_gene
449787,450123,336,1,0,chrVII,known_gene
452403,454560,2157,1,0,chrVII,known_gene
466140,468807,2667,1,0,chrVII,known_gene
472854,474276,1422,1,0,chrVII,known_gene
512496,512823,327,1,0,chrVII,known_gene
516942,520863,3921,1,0,chrVII,known_gene
525228,526644,1416,1,0,chrVII,known_gene
527631,528504,873,1,0,chrVII,known_gene
529263,530919,1656,1,0,chrVII,known_gene
532638,532941,303,1,0,chrVII,known_gene
542202,543291,1089,1,0,chrVII,known_gene
574887,575199,312,1,0,chrVII,known_gene
575397,576504,1107,1,0,chrVII,known_gene
593595,594705,1110,1,0,chrVII,known_gene
606135,607143,1008,1,0,chrVII,known_gene
610563,611493,930,1,0,chrVII,known_gene
640719,641832,1113,1,0,chrVII,known_gene
642009,643008,999,1,0,chrVII,known_gene
644043,644595,552,1,0,chrVII,known_gene
654600,656322,1722,1,0,chrVII,known_gene
676620,677565,945,1,0,chrVII,known_gene
685599,685911,312,1,0,chrVII,novel_orf
701277,701583,306,1,0,chrVII,novel_orf
702666,703116,450,1,0,chrVII,known_gene
703635,705051,1416,1,0,chrVII,known_gene
708555,712254,3699,1,0,chrVII,novel_orf
715827,717030,1203,1,0,chrVII,known_gene
717357,718527,1170,1,0,chrVII,known_gene
720408,724764,4356,1,0,chrVII,known_gene
728253,728586,333,1,0,chrVII,novel_orf
750399,751047,648,1,0,chrVII,known_gene
754725,755250,525,1,0,chrVII,known_gene
759648,759960,312,1,0,chrVII,known_gene
761391,762168,777,1,0,chrVII,known_gene
770568,771972,1404,1,0,chrVII,known_gene
786108,786438,330,1,0,chrVII,novel_orf
789030,790329,1299,1,0,chrVII,known_gene
807072,807684,612,1,0,chrVII,known_gene
811737,813054,1317,1,0,chrVII,novel_orf
824058,826917,2859,1,0,chrVII,known_gene
828624,828960,336,1,0,chrVII,known_gene
830514,832197,1683,1,0,chrVII,known_gene
832455,833157,702,1,0,chrVII,known_gene
837141,840558,3417,1,0,chrVII,known_gene
869220,869598,378,1,0,chrVII,known_gene
876981,877347,366,1,0,chrVII,novel_orf
880419,882231,1812,1,0,chrVII,known_gene
897501,899781,2280,1,0,chrVII,known_gene
910431,910737,306,1,0,chrVII,known_gene
915240,916701,1461,1,0,chrVII,known_gene
945144,946374,1230,1,0,chrVII,known_gene
978306,978828,522,1,0,chrVII,novel_orf
982545,982986,441,1,0,chrVII,novel_orf
985971,986739,768,1,0,chrVII,known_gene
1000926,1002240,1314,1,0,chrVII,known_gene
1021647,1022058,411,1,0,chrVII,known_gene
1022655,1024761,2106,1,0,chrVII,known_gene
1031790,1037694,5904,1,0,chrVII,known_gene
1046730,1048464,1734,1,0,chrVII,known_gene
1052823,1057257,4434,1,0,chrVII,known_gene
1070292,1071714,1422,1,0,chrVII,known_gene
1076598,1078353,1755,1,0,chrVII,known_gene
5311,5839,528,1,1,chrVII,known_gene
20977,22108,1131,1,1,chrVII,known_gene
22303,23203,900,1,1,chrVII,known_gene
31897,32635,738,1,1,chrVII,known_gene
33097,35212,2115,1,1,chrVII,known_gene
38974,41149,2175,1,1,chrVII,known_gene
41497,43174,1677,1,1,chrVII,known_gene
43306,44509,1203,1,1,chrVII,known_gene
67597,69331,1734,1,1,chrVII,known_gene
69670,72547,2877,1,1,chrVII,known_gene
73339,73711,372,1,1,chrVII,known_gene
95857,97006,1149,1,1,chrVII,known_gene
98968,102076,3108,1,1,chrVII,known_gene
108157,110404,2247,1,1,chrVII,known_gene
112885,113233,348,1,1,chrVII,novel_orf
131524,139543,8019,1,1,chrVII,known_gene
154714,155179,465,1,1,chrVII,novel_orf
174544,175345,801,1,1,chrVII,known_gene
182389,184084,1695,1,1,chrVII,known_gene
186058,187339,1281,1,1,chrVII,known_gene
191128,191806,678,1,1,chrVII,known_gene
200560,202273,1713,1,1,chrVII,known_gene
202720,203833,1113,1,1,chrVII,known_gene
209005,210049,1044,1,1,chrVII,known_gene
210415,213667,3252,1,1,chrVII,known_gene
223708,224098,390,1,1,chrVII,novel_orf
224590,224965,375,1,1,chrVII,novel_orf
225571,225877,306,1,1,chrVII,known_gene
229351,229660,309,1,1,chrVII,novel_orf
230242,232348,2106,1,1,chrVII,known_gene
264856,265156,300,1,1,chrVII,novel_orf
288511,289309,798,1,1,chrVII,known_gene
299977,301369,1392,1,1,chrVII,known_gene
306559,307009,450,1,1,chrVII,known_gene
309208,309751,543,1,1,chrVII,novel_orf
317341,318079,738,1,1,chrVII,known_gene
321781,323230,1449,1,1,chrVII,known_gene
325330,326161,831,1,1,chrVII,known_gene
334885,337639,2754,1,1,chrVII,known_gene
343318,344584,1266,1,1,chrVII,known_gene
345835,346201,366,1,1,chrVII,known_gene
349615,350440,825,1,1,chrVII,known_gene
357376,358339,963,1,1,chrVII,known_gene
359443,360100,657,1,1,chrVII,known_gene
368752,371254,2502,1,1,chrVII,known_gene
377608,379582,1974,1,1,chrVII,known_gene
382276,382669,393,1,1,chrVII,novel_orf
383653,384766,1113,1,1,chrVII,known_gene
385195,388732,3537,1,1,chrVII,known_gene
389971,391990,2019,1,1,chrVII,known_gene
393985,394504,519,1,1,chrVII,known_gene
405775,406597,822,1,1,chrVII,known_gene
440062,440425,363,1,1,chrVII,known_gene
458155,458992,837,1,1,chrVII,known_gene
459853,461365,1512,1,1,chrVII,known_gene
461665,464911,3246,1,1,chrVII,known_gene
483259,483637,378,1,1,chrVII,known_gene
485920,489442,3522,1,1,chrVII,known_gene
500131,502366,2235,1,1,chrVII,known_gene
506968,507940,972,1,1,chrVII,known_gene
523786,524680,894,1,1,chrVII,known_gene
532984,533821,837,1,1,chrVII,known_gene
536056,537379,1323,1,1,chrVII,novel_orf
548263,553951,5688,1,1,chrVII,known_gene
570901,571216,315,1,1,chrVII,novel_orf
577486,579130,1644,1,1,chrVII,known_gene
579475,580291,816,1,1,chrVII,known_gene
589825,590911,1086,1,1,chrVII,known_gene
591313,591877,564,1,1,chrVII,known_gene
596692,598621,1929,1,1,chrVII,known_gene
599416,601141,1725,1,1,chrVII,known_gene
601660,604447,2787,1,1,chrVII,known_gene
617620,617989,369,1,1,chrVII,known_gene
624103,624442,339,1,1,chrVII,novel_orf
627082,627418,336,1,1,chrVII,known_gene
627805,631273,3468,1,1,chrVII,known_gene
634303,635467,1164,1,1,chrVII,known_gene
646108,646486,378,1,1,chrVII,novel_orf
656959,659770,2811,1,1,chrVII,known_gene
666340,667825,1485,1,1,chrVII,known_gene
668188,669907,1719,1,1,chrVII,known_gene
670387,671911,1524,1,1,chrVII,known_gene
678694,682135,3441,1,1,chrVII,known_gene
687898,689965,2067,1,1,chrVII,known_gene
690244,693097,2853,1,1,chrVII,known_gene
695416,697234,1818,1,1,chrVII,known_gene
742324,745435,3111,1,1,chrVII,known_gene
745834,746527,693,1,1,chrVII,known_gene
746797,747736,939,1,1,chrVII,known_gene
756895,757447,552,1,1,chrVII,known_gene
762427,763153,726,1,1,chrVII,known_gene
767428,770299,2871,1,1,chrVII,known_gene
772453,773686,1233,1,1,chrVII,known_gene
775192,777508,2316,1,1,chrVII,known_gene
779071,779422,351,1,1,chrVII,novel_orf
790849,791488,639,1,1,chrVII,novel_orf
800545,801823,1278,1,1,chrVII,known_gene
813010,817051,4041,1,1,chrVII,novel_orf
824131,824461,330,1,1,chrVII,known_gene
827551,828577,1026,1,1,chrVII,known_gene
843853,844960,1107,1,1,chrVII,known_gene
848719,849067,348,1,1,chrVII,known_gene
851851,852226,375,1,1,chrVII,novel_orf
858286,858604,318,1,1,chrVII,known_gene
865189,865495,306,1,1,chrVII,novel_orf
873706,874033,327,1,1,chrVII,novel_orf
885034,885427,393,1,1,chrVII,novel_orf
905236,905683,447,1,1,chrVII,known_gene
922174,922507,333,1,1,chrVII,known_gene
936034,936376,342,1,1,chrVII,known_gene
939922,940804,882,1,1,chrVII,known_gene
942805,944647,1842,1,1,chrVII,known_gene
947419,948997,1578,1,1,chrVII,known_gene
949519,949867,348,1,1,chrVII,known_gene
953959,954646,687,1,1,chrVII,known_gene
963670,964186,516,1,1,chrVII,novel_orf
972637,973003,366,1,1,chrVII,novel_orf
976414,976723,309,1,1,chrVII,known_gene
977335,977776,441,1,1,chrVII,known_gene
979918,980476,558,1,1,chrVII,novel_orf
988048,989419,1371,1,1,chrVII,known_gene
995638,996229,591,1,1,chrVII,known_gene
996868,998188,1320,1,1,chrVII,known_gene
1004623,1006102,1479,1,1,chrVII,known_gene
1027369,1031509,4140,1,1,chrVII,known_gene
1043188,1043749,561,1,1,chrVII,known_gene
1085203,1090591,5388,1,1,chrVII,known_gene
2789,3932,1143,1,2,chrVII,known_gene
14909,16307,1398,1,2,chrVII,known_gene
36932,37526,594,1,2,chrVII,known_gene
62555,63002,447,1,2,chrVII,known_gene
82373,82736,363,1,2,chrVII,known_gene
84884,87302,2418,1,2,chrVII,known_gene
87980,89339,1359,1,2,chrVII,known_gene
93791,94460,669,1,2,chrVII,known_gene
95357,95708,351,1,2,chrVII,novel_orf
97337,98585,1248,1,2,chrVII,known_gene
114353,114659,306,1,2,chrVII,novel_orf
118013,118340,327,1,2,chrVII,novel_orf
119510,119825,315,1,2,chrVII,novel_orf
122954,123299,345,1,2,chrVII,novel_orf
123590,124298,708,1,2,chrVII,known_gene
124697,129161,4464,1,2,chrVII,known_gene
160064,162758,2694,1,2,chrVII,known_gene
164321,164699,378,1,2,chrVII,novel_orf
167558,167906,348,1,2,chrVII,known_gene
187463,187796,333,1,2,chrVII,known_gene
188627,188930,303,1,2,chrVII,novel_orf
189326,189728,402,1,2,chrVII,novel_orf
192143,192512,369,1,2,chrVII,novel_orf
198137,199037,900,1,2,chrVII,known_gene
207032,208571,1539,1,2,chrVII,known_gene
216272,217298,1026,1,2,chrVII,known_gene
217523,220922,3399,1,2,chrVII,known_gene
223463,223772,309,1,2,chrVII,novel_orf
238352,241085,2733,1,2,chrVII,known_gene
255662,256964,1302,1,2,chrVII,known_gene
266144,267524,1380,1,2,chrVII,known_gene
272519,274322,1803,1,2,chrVII,known_gene
277616,278381,765,1,2,chrVII,known_gene
284441,285947,1506,1,2,chrVII,known_gene
289808,291641,1833,1,2,chrVII,known_gene
293459,295637,2178,1,2,chrVII,known_gene
295931,297938,2007,1,2,chrVII,known_gene
303512,303836,324,1,2,chrVII,known_gene
307436,308567,1131,1,2,chrVII,known_gene
311576,311927,351,1,2,chrVII,known_gene
314630,316553,1923,1,2,chrVII,known_gene
342671,342983,312,1,2,chrVII,novel_orf
353057,355472,2415,1,2,chrVII,known_gene
355826,356972,1146,1,2,chrVII,known_gene
372011,374084,2073,1,2,chrVII,known_gene
375086,375671,585,1,2,chrVII,known_gene
376100,377255,1155,1,2,chrVII,known_gene
392222,393698,1476,1,2,chrVII,known_gene
396716,397046,330,1,2,chrVII,novel_orf
397937,398282,345,1,2,chrVII,novel_orf
398627,400160,1533,1,2,chrVII,known_gene
403436,403742,306,1,2,chrVII,known_gene
411551,412160,609,1,2,chrVII,known_gene
414101,415730,1629,1,2,chrVII,known_gene
417482,418412,930,1,2,chrVII,known_gene
428600,431330,2730,1,2,chrVII,known_gene
449360,449666,306,1,2,chrVII,novel_orf
451265,451841,576,1,2,chrVII,novel_orf
454784,457067,2283,1,2,chrVII,known_gene
475544,476069,525,1,2,chrVII,known_gene
481319,481688,369,1,2,chrVII,novel_orf
481811,482210,399,1,2,chrVII,novel_orf
494516,495167,651,1,2,chrVII,known_gene
502937,504326,1389,1,2,chrVII,known_gene
506069,506825,756,1,2,chrVII,known_gene
511544,512732,1188,1,2,chrVII,known_gene
513158,514340,1182,1,2,chrVII,known_gene
514553,516416,1863,1,2,chrVII,known_gene
522260,522833,573,1,2,chrVII,known_gene
537857,541325,3468,1,2,chrVII,novel_orf
543851,544205,354,1,2,chrVII,known_gene
546440,547469,1029,1,2,chrVII,known_gene
560681,561350,669,1,2,chrVII,known_gene
584894,586052,1158,1,2,chrVII,known_gene
607562,609101,1539,1,2,chrVII,known_gene
616727,617165,438,1,2,chrVII,novel_orf
618551,618902,351,1,2,chrVII,novel_orf
635711,636152,441,1,2,chrVII,known_gene
643373,643679,306,1,2,chrVII,novel_orf
662357,666071,3714,1,2,chrVII,known_gene
672185,675500,3315,1,2,chrVII,known_gene
693362,694403,1041,1,2,chrVII,known_gene
707609,708482,873,1,2,chrVII,novel_orf
713708,715046,1338,1,2,chrVII,known_gene
718892,719924,1032,1,2,chrVII,known_gene
733934,735143,1209,1,2,chrVII,known_gene
739943,741662,1719,1,2,chrVII,known_gene
757769,761138,3369,1,2,chrVII,known_gene
762887,763262,375,1,2,chrVII,known_gene
765725,766064,339,1,2,chrVII,known_gene
780398,781379,981,1,2,chrVII,known_gene
781766,783890,2124,1,2,chrVII,known_gene
796091,796745,654,1,2,chrVII,known_gene
798542,800066,1524,1,2,chrVII,known_gene
802439,805049,2610,1,2,chrVII,known_gene
829115,830153,1038,1,2,chrVII,known_gene
847973,848315,342,1,2,chrVII,novel_orf
867773,869981,2208,1,2,chrVII,known_gene
888881,889622,741,1,2,chrVII,known_gene
894692,897146,2454,1,2,chrVII,known_gene
897986,898325,339,1,2,chrVII,known_gene
905933,908774,2841,1,2,chrVII,known_gene
909212,910085,873,1,2,chrVII,known_gene
911882,912812,930,1,2,chrVII,known_gene
917039,918446,1407,1,2,chrVII,known_gene
924695,930815,6120,1,2,chrVII,known_gene
932540,935795,3255,1,2,chrVII,known_gene
949364,949709,345,1,2,chrVII,known_gene
951893,952307,414,1,2,chrVII,known_gene
959903,961103,1200,1,2,chrVII,known_gene
968087,968417,330,1,2,chrVII,novel_orf
984965,985685,720,1,2,chrVII,known_gene
